t_s,pivc_mmhg,psvc_mmhg,prpa_mmhg,qrpa_ml_per_s,plpa_mmhg,qlpa_ml_per_s
0.263,9.423310582764568,9.315757893947348,9.172429310732769,28.441499999999998,8.33705842646066,16.6926
0.264,9.418510462761567,9.323258081452035,9.172204305107627,28.4402,8.334358358958973,16.6816
0.265,9.412960324008099,9.331733293332332,9.172879321983048,28.4439,8.331958298957474,16.671899999999997
0.266,9.406810170254255,9.3409585239631,9.174379359483986,28.4526,8.329933248331209,16.6634
0.267,9.400060001500036,9.350783769594239,9.17670441761044,28.4663,8.32820820520513,16.656399999999998
0.268,9.392859821495536,9.361209030225755,9.179854496362408,28.4846,8.326858171454285,16.6509
0.269,9.385209630240755,9.371934298357457,9.183829595739892,28.5075,8.325883147078676,16.647
0.27,9.377259431485786,9.382884572114301,9.188479711992798,28.5346,8.325358133953348,16.6448
0.271,9.369084227105677,9.393759843996099,9.193804845121127,28.5655,8.325283132078301,16.644299999999998
0.272,9.36083402085052,9.40456011400285,9.199654991374782,28.5997,8.32558313957849,16.6455
0.273,9.352583814595365,9.414985374634364,9.206030150753769,28.6367,8.326333158328959,16.648500000000002
0.274,9.344408610215256,9.424810620265506,9.212780319507987,28.675900000000002,8.327533188329706,16.6532
0.275,9.336533413335331,9.433960849021224,9.219755493887346,28.7166,8.329033225830646,16.659399999999998
0.276,9.329033225830644,9.442211055276381,9.226955673891847,28.758100000000002,8.330983274581863,16.667099999999998
0.277,9.321908047701193,9.449411235280882,9.2340808520213,28.7998,8.33323333083327,16.6762
0.278,9.315307882697066,9.455486387159679,9.241131028275705,28.8409,8.335783394584864,16.6865
0.279,9.309382734568363,9.460136503412585,9.248031200780018,28.8807,8.338558463961599,16.6978
0.28,9.304207605190129,9.463436585914646,9.254481362034051,28.918400000000002,8.341558538963474,16.71
0.281,9.299782494562363,9.465086627165679,9.260556513912848,28.9535,8.344708617715442,16.722700000000003
0.28200000000000003,9.29625740643516,9.465236630915772,9.265956648916223,28.985200000000003,8.348008700217504,16.7358
